dispersal_times	null_raster	Elevation_16_k10_R
0.137029061050043	0.6374185418	2.590265677
0.36454500949003	0.7752125485	3.449713275
0.0392534244399485	0.500546898	2.015973035
14.83564922189	1.449152528	7.341478809
0.702289357250038	0.8537211471	4.525048106
0.0550951320001332	0.5005529777	2.235591877
0	4.243050356e-10	-1.798049603e-07
0.884459442519983	1.106781218	4.241064878
0.273362253789855	0.8538721944	2.598894782
0	4.999586523e-09	-5.676604964e-08
0	4.999586523e-09	-5.676604964e-08
16.3073339445998	3.537902354	9.588248404
0.0412384765500065	2.307824936	4.219148148
0	1.833293783e-08	6.944326358e-08
0.278484975540096	1.461991017	3.560256904
0.0284262317700268	0.7533027003	1.440297534
0.0528069247698113	0.6373037519	1.653980774
1.1855868616999	1.067044588	3.449538703
0.224337623100155	0.775148975	2.696454061
1.06241847591014	1.270560486	3.455404785
0.396521196850017	1.053631723	1.976275251
0.739263228209893	1.094689308	3.041325954
0.00504189294997559	0.5021167924	0.6846062848
0.0119225795099283	0.6434221444	0.7715849361
0.0105397152699425	0.7932587417	0.9929088443
0.464536486000043	2.748983936	3.290229741
0.0980961305499477	0.9922343206	1.326364806
0.0489618485501069	1.409458247	1.689118513
0.121189223390047	0.777347202	2.197106467
0.586495166570103	0.8891319352	3.493723736
0.756388797520003	0.9777899589	4.018813037
0.145731595619964	0.638732191	2.656714609
0.0240506187699339	0.5010323422	1.978684222
0.135359214529899	0.6389194437	2.616366004
1.11380596765002	1.119206476	3.355476202
2.7891527218701	1.157615219	4.757342206
9.38629968907003	1.543700053	5.695648738
0	5.79374666e-08	8.184420786e-08
2.20688148097997	1.055883531	4.837413947
0.0308742421600527	0.5011441795	2.234266755
0.777270391899947	0.9794823723	3.541016967
1.04307238301999	1.170361176	4.13648302
0.0864836629900765	0.8704384318	2.001939354
0.847555504969932	1.210069958	4.109673728
0.320013585209836	1.108338215	2.320879775
7.44390801117993	3.459956546	12.73716909
0.283199052899818	0.7761530838	2.857495444
18.6401152930498	2.179904218	8.88623398
0	4.243050356e-10	-1.798049603e-07
0.332993310989878	0.6375808977	3.729921879
0.332993310989878	0.6375808977	3.729921879
0.0302678865198232	0.5004847061	2.15346882
0.0762648053500925	0.5005905447	3.272824462
2.25076331473997	0.9892847979	5.098848394
2.56040344582993	1.112393233	5.384283888
1.18361361968982	0.8527791885	4.660437236
0.745188218279964	0.776541197	4.958786522
0.55173767396991	0.7762963902	4.506551831
0.261360518100219	0.7290123919	4.259728435
0.39651735036	0.7762085168	3.720934143
2.18679801483995	1.052916095	5.125584729
0.109929708190066	0.5007443321	3.109406339
1.08446748427014	1.072837739	3.985261576
0.51615316559014	0.8969806789	3.385839598
12.15280295415	1.451189821	7.490914102
2.00744544164991	1.236093039	4.662506136
0.103678798679994	0.7588300631	2.974199281
0.386276487819941	2.082228122	7.505516739
0.717141756410001	0.8892170951	4.598136946
2.36915053630992	0.9650984608	6.373068682
0.782363988170118	0.7293257266	5.587196469
1.21680283707997	0.9654698941	6.166243604
2.91765578434001	1.033680533	6.642185316
0.123409509300018	0.5011275588	3.229982399
0.312932116260072	0.640251049	3.940884886
0.457265904979977	0.7793445494	4.018108449
0.994226515970013	0.7791360674	4.950818189
0	-1.874314504e-08	5.855920371e-08
0.394435339999973	0.6410496383	4.350292901
16.09362230085	NA	NA
0.035907377679905	0.500558663	1.864665334
0.411617434039954	0.9317336998	2.857485506
0.599543208739988	0.9856849154	2.974836592
0.941938555489969	0.9296036001	4.082649583
0.0442826691200935	0.7301742494	1.456025437
0.0673242716500226	0.7770019997	1.475815541
0.237191638729882	0.9754181219	2.341903963
0.6087017499799	1.284601739	2.085033022
0.338855456790043	2.511858144	3.476506606
0.071676942520071	2.436314814	2.934467775
0.054740423209978	0.7800724043	1.279298124
0.00886480928011224	0.5011412051	0.8803906646
